sample	locus	read_count	molecule_count
T21-100-2_S11_R1_001	chr21_43273281	6402	867
T21-100-2_S11_R1_001	chr21_43303475	5749	861
T21-100-2_S11_R1_001	chr21_43319469	7228	960
T21-100-2_S11_R1_001	chr21_43770202	5942	890
T21-100-2_S11_R1_001	chr21_43812691	4080	670
T21-100-2_S11_R1_001	chr21_43856906	6956	876
T21-100-2_S11_R1_001	chr21_43957875	5611	830
T21-100-2_S11_R1_001	chr21_43982821	5536	963
T21-100-2_S11_R1_001	chr21_44326763	5778	890
T21-100-2_S11_R1_001	chr21_44504844	5964	830
T21-100-2_S11_R1_001	chr21_44527351	5440	749
T21-100-2_S11_R1_001	chr21_44664502	6228	768
T21-100-2_S11_R1_001	chr21_44708346	6066	771
T21-100-2_S11_R1_001	chr21_44711236	6147	861
T21-100-2_S11_R1_001	chr21_44771421	5547	735
T21-100-2_S11_R1_001	chr21_44855283	5827	761
T21-100-2_S11_R1_001	chr21_45027814	6191	771
T21-100-2_S11_R1_001	chr21_45056373	6123	822
T21-100-2_S11_R1_001	chr2_145245523	4558	571
T21-100-2_S11_R1_001	chr21_45254594	3849	470
T21-100-2_S11_R1_001	chr21_45282802	5754	846
T21-100-2_S11_R1_001	chr21_45828339	5523	795
T21-100-2_S11_R1_001	chr21_45982832	5768	832
T21-100-2_S11_R1_001	chr21_46125933	5748	831
T21-100-2_S11_R1_001	chr21_46126070	399	51
T21-100-2_S11_R1_001	chr21_46370078	5731	737
T21-100-2_S11_R1_001	chr21_46377989	5201	815
T21-100-2_S11_R1_001	chr21_46415136	5335	722
T21-100-2_S11_R1_001	chr21_46667540	5065	716
T21-100-2_S11_R1_001	chr2_152334950	4478	600
T21-100-2_S11_R1_001	chr2_15474108	3920	667
T21-100-2_S11_R1_001	chr2_158212563	3882	522
T21-100-2_S11_R1_001	chr2_163017782	4145	559
T21-100-2_S11_R1_001	chr2_167231349	3813	470
T21-100-2_S11_R1_001	chr2_17124032	4093	588
T21-100-2_S11_R1_001	chr2_176099389	3942	568
T21-100-2_S11_R1_001	chr2_177249947	3790	506
T21-100-2_S11_R1_001	chr2_178250714	3258	434
T21-100-2_S11_R1_001	chr2_17931415	4072	545
T21-100-2_S11_R1_001	chr2_190246811	3959	535
T21-100-2_S11_R1_001	chr2_190952120	2956	428
T21-100-2_S11_R1_001	chr2_19240391	4023	519
T21-100-2_S11_R1_001	chr2_197051977	3840	508
T21-100-2_S11_R1_001	chr2_198064874	3953	490
T21-100-2_S11_R1_001	chr2_199463719	3960	559
T21-100-2_S11_R1_001	chr2_202868115	3755	466
T21-100-2_S11_R1_001	chr2_20646683	3627	524
T21-100-2_S11_R1_001	chr2_21608302	3691	562
T21-100-2_S11_R1_001	chr2_216848171	4410	567
T21-100-2_S11_R1_001	chr2_218819411	4046	499
T21-100-2_S11_R1_001	chr2_223957413	5118	698
T21-100-2_S11_R1_001	chr2_225082160	4163	540
T21-100-2_S11_R1_001	chr2_227759997	4199	569
T21-100-2_S11_R1_001	chr2_230722965	4069	495
T21-100-2_S11_R1_001	chr2_232372794	363	40
T21-100-2_S11_R1_001	chr2_233308485	4328	514
T21-100-2_S11_R1_001	chr2_23401307	3738	702
T21-100-2_S11_R1_001	chr2_235577831	3530	455
T21-100-2_S11_R1_001	chr2_237660339	3052	397
T21-100-2_S11_R1_001	chr2_238789650	4176	532
T21-100-2_S11_R1_001	chr2_239581665	4178	590
T21-100-2_S11_R1_001	chr2_240800370	4351	648
T21-100-2_S11_R1_001	chr2_24425782	4525	735
T21-100-2_S11_R1_001	chr2_24739837	3643	454
T21-100-2_S11_R1_001	chr2_2795811	3854	552
T21-100-2_S11_R1_001	chr2_30766193	4764	674
T21-100-2_S11_R1_001	chr2_31198935	4503	628
T21-100-2_S11_R1_001	chr2_3323538	3517	485
T21-100-2_S11_R1_001	chr2_39665236	3181	415
T21-100-2_S11_R1_001	chr2_42844903	3923	526
T21-100-2_S11_R1_001	chr2_46512548	4304	598
T21-100-2_S11_R1_001	chr2_47653669	4062	517
T21-100-2_S11_R1_001	chr2_59344696	3744	574
T21-100-2_S11_R1_001	chr2_68077544	3920	521
T21-100-2_S11_R1_001	chr2_70411829	4805	666
T21-100-2_S11_R1_001	chr2_71830719	4196	510
T21-100-2_S11_R1_001	chr2_78404591	3925	478
T21-100-2_S11_R1_001	chr2_82461489	3577	441
T21-100-2_S11_R1_001	chr2_88350766	4363	587
T21-100-2_S11_R1_001	chr2_94878207	3931	525
T21-100-2_S11_R1_001	chr2_96661714	3876	476
T21-100-2_S11_R1_001	chr3_10115503	3449	477
T21-100-2_S11_R1_001	chr3_102471124	4061	539
T21-100-2_S11_R1_001	chr3_108590104	3564	497
T21-100-2_S11_R1_001	chr3_115933119	4120	571
T21-100-2_S11_R1_001	chr3_11643325	5016	676
T21-100-2_S11_R1_001	chr3_123028610	3916	552
T21-100-2_S11_R1_001	chr3_126158628	4290	567
T21-100-2_S11_R1_001	chr3_128496786	3662	565
T21-100-2_S11_R1_001	chr3_129975369	4247	610
T21-100-2_S11_R1_001	chr3_13021664	4518	569
T21-100-2_S11_R1_001	chr3_132904228	3682	482
T21-100-2_S11_R1_001	chr3_135013488	3920	525
T21-100-2_S11_R1_001	chr3_138920203	4069	533
T21-100-2_S11_R1_001	chr3_139536560	4769	584
T21-100-2_S11_R1_001	chr3_141077108	4041	518
T21-100-2_S11_R1_001	chr3_142579019	3705	508
T21-100-2_S11_R1_001	chr3_14401969	3863	459
T21-100-2_S11_R1_001	chr3_14729485	3867	528
T21-100-2_S11_R1_001	chr3_147405373	3551	621
T21-100-2_S11_R1_001	chr3_150409527	4317	648
T21-100-2_S11_R1_001	chr3_15332827	3222	419
T21-100-2_S11_R1_001	chr3_155744602	3991	547
T21-100-2_S11_R1_001	chr3_158103833	4038	557
T21-100-2_S11_R1_001	chr3_16878779	4185	592
T21-100-2_S11_R1_001	chr3_169661783	3170	432
T21-100-2_S11_R1_001	chr3_171977552	3888	601
T21-100-2_S11_R1_001	chr3_178480430	3613	517
T21-100-2_S11_R1_001	chr3_182242046	4057	566
T21-100-2_S11_R1_001	chr3_184260793	4124	512
T21-100-2_S11_R1_001	chr3_186000600	4137	546
T21-100-2_S11_R1_001	chr3_188214075	4637	587
T21-100-2_S11_R1_001	chr3_194304458	3846	540
T21-100-2_S11_R1_001	chr3_195867678	2206	281
T21-100-2_S11_R1_001	chr3_20111719	4215	520
T21-100-2_S11_R1_001	chr3_24182831	3620	433
T21-100-2_S11_R1_001	chr3_25782941	3813	553
T21-100-2_S11_R1_001	chr3_27720641	4543	620
T21-100-2_S11_R1_001	chr3_3027789	4215	520
T21-100-2_S11_R1_001	chr3_32238102	3950	512
T21-100-2_S11_R1_001	chr3_32384446	4371	622
T21-100-2_S11_R1_001	chr3_3731695	1983	267
T21-100-2_S11_R1_001	chr3_40453126	4525	581
T21-100-2_S11_R1_001	chr3_43290099	4590	570
T21-100-2_S11_R1_001	chr3_45046133	3807	535
T21-100-2_S11_R1_001	chr3_46488803	4011	522
T21-100-2_S11_R1_001	chr3_47282335	4595	646
T21-100-2_S11_R1_001	chr3_4867857	3978	566
T21-100-2_S11_R1_001	chr3_49014085	3856	576
T21-100-2_S11_R1_001	chr3_50337481	3854	486
T21-100-2_S11_R1_001	chr3_53098154	4398	613
T21-100-2_S11_R1_001	chr3_53515458	3761	495
T21-100-2_S11_R1_001	chr3_56683639	3876	592
T21-100-2_S11_R1_001	chr3_58042820	4406	583
T21-100-2_S11_R1_001	chr3_60912347	4359	555
T21-100-2_S11_R1_001	chr3_67380028	3822	520
T21-100-2_S11_R1_001	chr3_7146517	4424	549
T21-100-2_S11_R1_001	chr3_72848124	3868	531
T21-100-2_S11_R1_001	chr3_84958783	3700	611
T21-100-2_S11_R1_001	chr3_86345977	4263	592
T21-100-2_S11_R1_001	chr3_99795987	4481	593
T21-100-2_S11_R1_001	unmatched	635044	42997
T21-100-3_S12_R1_001	chr2_100955305	4808	554
T21-100-3_S12_R1_001	chr2_101085535	4645	518
T21-100-3_S12_R1_001	chr2_102305387	3458	350
T21-100-3_S12_R1_001	chr2_103792960	5130	529
T21-100-3_S12_R1_001	chr2_104792858	5008	515
T21-100-3_S12_R1_001	chr2_108565153	3824	477
T21-100-3_S12_R1_001	chr2_112647051	5308	660
T21-100-3_S12_R1_001	chr2_11406302	5214	534
T21-100-3_S12_R1_001	chr21_14788887	6978	707
T21-100-3_S12_R1_001	chr21_14853307	6780	690
T21-100-3_S12_R1_001	chr2_115162453	4912	613
T21-100-3_S12_R1_001	chr2_115162508	0	0
T21-100-3_S12_R1_001	chr21_15494467	8361	1098
T21-100-3_S12_R1_001	chr21_15967507	6458	667
T21-100-3_S12_R1_001	chr21_16486166	7992	931
T21-100-3_S12_R1_001	chr2_118224692	4925	627
T21-100-3_S12_R1_001	chr21_18477249	7354	796
T21-100-3_S12_R1_001	chr21_18745264	7419	757
T21-100-3_S12_R1_001	chr21_20262845	5919	621
T21-100-3_S12_R1_001	chr2_120868127	5255	732
T21-100-3_S12_R1_001	chr21_21027729	5365	569
T21-100-3_S12_R1_001	chr21_23049826	8116	867
T21-100-3_S12_R1_001	chr21_24075508	7058	727
T21-100-3_S12_R1_001	chr21_24738544	7659	801
T21-100-3_S12_R1_001	chr21_24844831	8322	977
T21-100-3_S12_R1_001	chr2_125311103	4933	522
T21-100-3_S12_R1_001	chr21_25447962	6629	646
T21-100-3_S12_R1_001	chr21_25930186	6773	736
T21-100-3_S12_R1_001	chr21_26206777	8325	906
T21-100-3_S12_R1_001	chr21_26381471	7677	749
T21-100-3_S12_R1_001	chr21_26966048	7971	785
T21-100-3_S12_R1_001	chr21_27008952	5886	666
T21-100-3_S12_R1_001	chr21_28545265	6666	706
T21-100-3_S12_R1_001	chr21_29073899	7881	913
T21-100-3_S12_R1_001	chr21_29121792	7608	799
T21-100-3_S12_R1_001	chr21_29364391	3949	426
T21-100-3_S12_R1_001	chr21_31120259	7202	870
T21-100-3_S12_R1_001	chr21_31423663	8822	894
T21-100-3_S12_R1_001	chr21_31657263	7855	786
T21-100-3_S12_R1_001	chr21_31658073	8	2
T21-100-3_S12_R1_001	chr21_31779400	7580	833
T21-100-3_S12_R1_001	chr21_31956365	7979	803
T21-100-3_S12_R1_001	chr21_32338779	7683	844
T21-100-3_S12_R1_001	chr21_32476741	8485	963
T21-100-3_S12_R1_001	chr21_32848925	3013	337
T21-100-3_S12_R1_001	chr21_32881012	8650	1090
T21-100-3_S12_R1_001	chr21_33024001	8233	861
T21-100-3_S12_R1_001	chr21_33047975	7764	802
T21-100-3_S12_R1_001	chr21_33127293	7124	760
T21-100-3_S12_R1_001	chr21_33533637	8036	843
T21-100-3_S12_R1_001	chr21_33550726	7648	821
T21-100-3_S12_R1_001	chr21_33588250	7389	799
T21-100-3_S12_R1_001	chr21_33880709	8036	853
T21-100-3_S12_R1_001	chr21_33915819	7481	955
T21-100-3_S12_R1_001	chr21_34074498	8045	1023
T21-100-3_S12_R1_001	chr21_34761453	8111	960
T21-100-3_S12_R1_001	chr21_35048563	9545	898
T21-100-3_S12_R1_001	chr2_135073864	5896	640
T21-100-3_S12_R1_001	chr21_35205270	7496	779
T21-100-3_S12_R1_001	chr2_135789621	4830	569
T21-100-3_S12_R1_001	chr21_36278065	7896	804
T21-100-3_S12_R1_001	chr21_36460959	7928	829
T21-100-3_S12_R1_001	chr21_36708786	7551	782
T21-100-3_S12_R1_001	chr21_36756660	8285	841
T21-100-3_S12_R1_001	chr21_36881369	6621	715
T21-100-3_S12_R1_001	chr21_37006742	8842	981
T21-100-3_S12_R1_001	chr21_38567086	7555	1567
T21-100-3_S12_R1_001	chr21_38759623	7782	744
T21-100-3_S12_R1_001	chr21_39062244	6691	711
T21-100-3_S12_R1_001	chr21_39444854	7594	1052
T21-100-3_S12_R1_001	chr21_40016085	8241	856
T21-100-3_S12_R1_001	chr21_40178954	7245	769
T21-100-3_S12_R1_001	chr21_40426887	8381	924
T21-100-3_S12_R1_001	chr21_40995931	6489	709
T21-100-3_S12_R1_001	chr21_41225949	6887	759
T21-100-3_S12_R1_001	chr21_41506859	6427	692
T21-100-3_S12_R1_001	chr21_41724413	9502	1100
T21-100-3_S12_R1_001	chr21_41768876	6875	704
T21-100-3_S12_R1_001	chr21_41943683	6609	686
T21-100-3_S12_R1_001	chr21_42090223	7449	806
T21-100-3_S12_R1_001	chr21_42138015	8260	961
T21-100-3_S12_R1_001	chr21_42219346	7998	902
T21-100-3_S12_R1_001	chr21_42254610	7079	955
T21-100-3_S12_R1_001	chr21_42344471	8224	949
T21-100-3_S12_R1_001	chr21_42360636	6536	750
T21-100-3_S12_R1_001	chr21_42658507	8133	991
T21-100-3_S12_R1_001	chr21_43273281	8876	998
T21-100-3_S12_R1_001	chr21_43303475	7565	940
T21-100-3_S12_R1_001	chr21_43319469	8530	913
T21-100-3_S12_R1_001	chr21_43770202	7802	948
T21-100-3_S12_R1_001	chr21_43812691	5640	757
T21-100-3_S12_R1_001	chr21_43856906	8562	896
T21-100-3_S12_R1_001	chr21_43957875	7658	906
T21-100-3_S12_R1_001	chr21_43982821	7066	1015
T21-100-3_S12_R1_001	chr21_44326763	6947	856
T21-100-3_S12_R1_001	chr21_44504844	7732	816
T21-100-3_S12_R1_001	chr21_44527351	7219	846
T21-100-3_S12_R1_001	chr21_44664502	7334	736
T21-100-3_S12_R1_001	chr21_44708346	7627	774
T21-100-3_S12_R1_001	chr21_44711236	7964	917
T21-100-3_S12_R1_001	chr21_44771421	6818	734
T21-100-3_S12_R1_001	chr21_44855283	7705	851
T21-100-3_S12_R1_001	chr21_45027814	8130	862
T21-100-3_S12_R1_001	chr21_45056373	8043	883
T21-100-3_S12_R1_001	chr2_145245523	5656	537
T21-100-3_S12_R1_001	chr21_45254594	3946	411
T21-100-3_S12_R1_001	chr21_45282802	7664	914
T21-100-3_S12_R1_001	chr21_45828339	6873	817
T21-100-3_S12_R1_001	chr21_45982832	8101	982
T21-100-3_S12_R1_001	chr21_46125933	6700	826
T21-100-3_S12_R1_001	chr21_46126070	471	47
T21-100-3_S12_R1_001	chr21_46370078	8031	846
T21-100-3_S12_R1_001	chr21_46377989	6208	805
T21-100-3_S12_R1_001	chr21_46415136	6065	644
T21-100-3_S12_R1_001	chr21_46667540	6783	760
T21-100-3_S12_R1_001	chr2_152334950	5393	588
T21-100-3_S12_R1_001	chr2_15474108	5083	730
T21-100-3_S12_R1_001	chr2_158212563	5450	599
T21-100-3_S12_R1_001	chr2_163017782	4600	529
T21-100-3_S12_R1_001	chr2_167231349	4800	499
T21-100-3_S12_R1_001	chr2_17124032	5422	642
T21-100-3_S12_R1_001	chr2_176099389	4901	587
T21-100-3_S12_R1_001	chr2_177249947	4644	488
T21-100-3_S12_R1_001	chr2_178250714	3988	442
T21-100-3_S12_R1_001	chr2_17931415	5041	545
T21-100-3_S12_R1_001	chr2_190246811	5270	535
T21-100-3_S12_R1_001	chr2_190952120	4200	503
T21-100-3_S12_R1_001	chr2_19240391	4884	520
T21-100-3_S12_R1_001	chr2_197051977	5154	545
T21-100-3_S12_R1_001	chr2_198064874	5276	558
T21-100-3_S12_R1_001	chr2_199463719	5133	597
T21-100-3_S12_R1_001	chr2_202868115	5612	537
T21-100-3_S12_R1_001	chr2_20646683	4071	469
T21-100-3_S12_R1_001	chr2_21608302	4261	578
T21-100-3_S12_R1_001	chr2_216848171	5583	625
T21-100-3_S12_R1_001	chr2_218819411	4770	488
T21-100-3_S12_R1_001	chr2_223957413	5970	700
T21-100-3_S12_R1_001	chr2_225082160	5167	531
T21-100-3_S12_R1_001	chr2_227759997	5333	591
T21-100-3_S12_R1_001	chr2_230722965	5556	563
T21-100-3_S12_R1_001	chr2_232372794	403	46
T21-100-3_S12_R1_001	chr2_233308485	5910	579
T21-100-3_S12_R1_001	chr2_23401307	4481	726
T21-100-3_S12_R1_001	chr2_235577831	4668	514
T21-100-3_S12_R1_001	chr2_237660339	3839	426
T21-100-3_S12_R1_001	chr2_238789650	4418	456
T21-100-3_S12_R1_001	chr2_239581665	5236	597
T21-100-3_S12_R1_001	chr2_240800370	5403	638
T21-100-3_S12_R1_001	chr2_24425782	5617	785
T21-100-3_S12_R1_001	chr2_24739837	5240	540
T21-100-3_S12_R1_001	chr2_2795811	4749	567
T21-100-3_S12_R1_001	chr2_30766193	6433	744
T21-100-3_S12_R1_001	chr2_31198935	5446	619
T21-100-3_S12_R1_001	chr2_3323538	4081	481
T21-100-3_S12_R1_001	chr2_39665236	4366	460
T21-100-3_S12_R1_001	chr2_42844903	5018	512
T21-100-3_S12_R1_001	chr2_46512548	4996	573
T21-100-3_S12_R1_001	chr2_47653669	5264	524
T21-100-3_S12_R1_001	chr2_59344696	4548	602
T21-100-3_S12_R1_001	chr2_68077544	5625	617
T21-100-3_S12_R1_001	chr2_70411829	6150	666
T21-100-3_S12_R1_001	chr2_71830719	4881	485
T21-100-3_S12_R1_001	chr2_78404591	4801	494
T21-100-3_S12_R1_001	chr2_82461489	4382	443
T21-100-3_S12_R1_001	chr2_88350766	5254	624
T21-100-3_S12_R1_001	chr2_94878207	4587	519
T21-100-3_S12_R1_001	chr2_96661714	5315	525
T21-100-3_S12_R1_001	chr3_10115503	4211	505
T21-100-3_S12_R1_001	chr3_102471124	5064	524
T21-100-3_S12_R1_001	chr3_108590104	4524	512
T21-100-3_S12_R1_001	chr3_115933119	5760	622
T21-100-3_S12_R1_001	chr3_11643325	6597	711
T21-100-3_S12_R1_001	chr3_123028610	4925	579
T21-100-3_S12_R1_001	chr3_126158628	5602	615
T21-100-3_S12_R1_001	chr3_128496786	5345	650
T21-100-3_S12_R1_001	chr3_129975369	5556	630
T21-100-3_S12_R1_001	chr3_13021664	5456	554
T21-100-3_S12_R1_001	chr3_132904228	4946	519
T21-100-3_S12_R1_001	chr3_135013488	5065	555
T21-100-3_S12_R1_001	chr3_138920203	6150	650
T21-100-3_S12_R1_001	chr3_139536560	5609	579
T21-100-3_S12_R1_001	chr3_141077108	5944	608
T21-100-3_S12_R1_001	chr3_142579019	4649	521
T21-100-3_S12_R1_001	chr3_14401969	4974	514
T21-100-3_S12_R1_001	chr3_14729485	4792	557
T21-100-3_S12_R1_001	chr3_147405373	4546	694
T21-100-3_S12_R1_001	chr3_150409527	4709	598
T21-100-3_S12_R1_001	chr3_15332827	4204	453
T21-100-3_S12_R1_001	chr3_155744602	4787	576
T21-100-3_S12_R1_001	chr3_158103833	5264	560
T21-100-3_S12_R1_001	chr3_16878779	5198	585
T21-100-3_S12_R1_001	chr3_169661783	4504	488
T21-100-3_S12_R1_001	chr3_171977552	4743	622
T21-100-3_S12_R1_001	chr3_178480430	4844	550
T21-100-3_S12_R1_001	chr3_182242046	5839	638
T21-100-3_S12_R1_001	chr3_184260793	5274	538
T21-100-3_S12_R1_001	chr3_186000600	5227	566
T21-100-3_S12_R1_001	chr3_188214075	5451	573
T21-100-3_S12_R1_001	chr3_194304458	5362	624
T21-100-3_S12_R1_001	chr3_195867678	2663	290
T21-100-3_S12_R1_001	chr3_20111719	5202	540
T21-100-3_S12_R1_001	chr3_24182831	5806	577
T21-100-3_S12_R1_001	chr3_25782941	4800	570
T21-100-3_S12_R1_001	chr3_27720641	5713	609
T21-100-3_S12_R1_001	chr3_3027789	5384	541
T21-100-3_S12_R1_001	chr3_32238102	4765	501
T21-100-3_S12_R1_001	chr3_32384446	5829	713
T21-100-3_S12_R1_001	chr3_3731695	2090	240
T21-100-3_S12_R1_001	chr3_40453126	5759	609
T21-100-3_S12_R1_001	chr3_43290099	5725	599
T21-100-3_S12_R1_001	chr3_45046133	4773	534
T21-100-3_S12_R1_001	chr3_46488803	5354	596
T21-100-3_S12_R1_001	chr3_47282335	5541	615
T21-100-3_S12_R1_001	chr3_4867857	5223	628
T21-100-3_S12_R1_001	chr3_49014085	5162	586
T21-100-3_S12_R1_001	chr3_50337481	4979	539
T21-100-3_S12_R1_001	chr3_53098154	5925	634
T21-100-3_S12_R1_001	chr3_53515458	4471	512
T21-100-3_S12_R1_001	chr3_56683639	5354	673
T21-100-3_S12_R1_001	chr3_58042820	5428	613
T21-100-3_S12_R1_001	chr3_60912347	5217	586
T21-100-3_S12_R1_001	chr3_67380028	5489	579
T21-100-3_S12_R1_001	chr3_7146517	6042	626
T21-100-3_S12_R1_001	chr3_72848124	5366	590
T21-100-3_S12_R1_001	chr3_84958783	4396	524
T21-100-3_S12_R1_001	chr3_86345977	5761	649
T21-100-3_S12_R1_001	chr3_99795987	5377	590
T21-100-3_S12_R1_001	unmatched	667547	39674
T21-10-1_S4_R1_001	chr2_100955305	3023	507
T21-10-1_S4_R1_001	chr2_101085535	3186	471
T21-10-1_S4_R1_001	chr2_102305387	2174	297
T21-10-1_S4_R1_001	chr2_103792960	4213	621
T21-10-1_S4_R1_001	chr2_104792858	3602	506
T21-10-1_S4_R1_001	chr2_108565153	3744	577
T21-10-1_S4_R1_001	chr2_112647051	3576	672
T21-10-1_S4_R1_001	chr2_11406302	3922	555
T21-10-1_S4_R1_001	chr21_14788887	3890	562
T21-10-1_S4_R1_001	chr21_14853307	2980	428
T21-10-1_S4_R1_001	chr2_115162453	3826	623
T21-10-1_S4_R1_001	chr2_115162508	0	0
T21-10-1_S4_R1_001	chr21_15494467	4347	884
T21-10-1_S4_R1_001	chr21_15967507	2967	447
T21-10-1_S4_R1_001	chr21_16486166	4271	777
T21-10-1_S4_R1_001	chr2_118224692	3540	673
T21-10-1_S4_R1_001	chr21_18477249	3758	531
T21-10-1_S4_R1_001	chr21_18745264	3824	545
T21-10-1_S4_R1_001	chr21_20262845	3135	460
T21-10-1_S4_R1_001	chr2_120868127	2858	617
T21-10-1_S4_R1_001	chr21_21027729	3024	443
T21-10-1_S4_R1_001	chr21_23049826	3631	547
T21-10-1_S4_R1_001	chr21_24075508	3595	498
T21-10-1_S4_R1_001	chr21_24738544	4334	630
T21-10-1_S4_R1_001	chr21_24844831	4434	758
T21-10-1_S4_R1_001	chr2_125311103	3588	543
T21-10-1_S4_R1_001	chr21_25447962	3975	532
T21-10-1_S4_R1_001	chr21_25930186	2849	454
T21-10-1_S4_R1_001	chr21_26206777	4386	681
T21-10-1_S4_R1_001	chr21_26381471	3827	517
T21-10-1_S4_R1_001	chr21_26966048	4278	576
T21-10-1_S4_R1_001	chr21_27008952	3196	535
T21-10-1_S4_R1_001	chr21_28545265	3388	496
T21-10-1_S4_R1_001	chr21_29073899	3468	577
T21-10-1_S4_R1_001	chr21_29121792	4197	609
T21-10-1_S4_R1_001	chr21_29364391	2260	341
T21-10-1_S4_R1_001	chr21_31120259	3961	686
T21-10-1_S4_R1_001	chr21_31423663	4068	567
T21-10-1_S4_R1_001	chr21_31657263	4459	628
T21-10-1_S4_R1_001	chr21_31658073	0	0
T21-10-1_S4_R1_001	chr21_31779400	3922	681
T21-10-1_S4_R1_001	chr21_31956365	3811	535
T21-10-1_S4_R1_001	chr21_32338779	3995	649
T21-10-1_S4_R1_001	chr21_32476741	4190	711
T21-10-1_S4_R1_001	chr21_32848925	1978	337
T21-10-1_S4_R1_001	chr21_32881012	4229	756
T21-10-1_S4_R1_001	chr21_33024001	4479	636
T21-10-1_S4_R1_001	chr21_33047975	3731	536
T21-10-1_S4_R1_001	chr21_33127293	3408	549
T21-10-1_S4_R1_001	chr21_33533637	3812	572
T21-10-1_S4_R1_001	chr21_33550726	4031	587
T21-10-1_S4_R1_001	chr21_33588250	3823	581
T21-10-1_S4_R1_001	chr21_33880709	4314	607
T21-10-1_S4_R1_001	chr21_33915819	3809	720
T21-10-1_S4_R1_001	chr21_34074498	4311	800
T21-10-1_S4_R1_001	chr21_34761453	3818	635
T21-10-1_S4_R1_001	chr21_35048563	4266	561
T21-10-1_S4_R1_001	chr2_135073864	3465	512
T21-10-1_S4_R1_001	chr21_35205270	4002	581
T21-10-1_S4_R1_001	chr2_135789621	3418	531
T21-10-1_S4_R1_001	chr21_36278065	4073	616
T21-10-1_S4_R1_001	chr21_36460959	3808	578
T21-10-1_S4_R1_001	chr21_36708786	3678	560
T21-10-1_S4_R1_001	chr21_36756660	3591	525
T21-10-1_S4_R1_001	chr21_36881369	3398	492
T21-10-1_S4_R1_001	chr21_37006742	3966	609
T21-10-1_S4_R1_001	chr21_38567086	3737	1027
T21-10-1_S4_R1_001	chr21_38759623	4431	576
T21-10-1_S4_R1_001	chr21_39062244	3170	464
T21-10-1_S4_R1_001	chr21_39444854	3738	764
T21-10-1_S4_R1_001	chr21_40016085	3425	504
T21-10-1_S4_R1_001	chr21_40178954	4239	617
T21-10-1_S4_R1_001	chr21_40426887	3919	584
T21-10-1_S4_R1_001	chr21_40995931	3520	560
T21-10-1_S4_R1_001	chr21_41225949	3011	458
T21-10-1_S4_R1_001	chr21_41506859	2619	387
T21-10-1_S4_R1_001	chr21_41724413	4083	635
T21-10-1_S4_R1_001	chr21_41768876	3448	481
T21-10-1_S4_R1_001	chr21_41943683	3223	473
T21-10-1_S4_R1_001	chr21_42090223	4529	713
T21-10-1_S4_R1_001	chr21_42138015	3880	609
T21-10-1_S4_R1_001	chr21_42219346	4264	676
T21-10-1_S4_R1_001	chr21_42254610	3742	757
T21-10-1_S4_R1_001	chr21_42344471	3771	590
T21-10-1_S4_R1_001	chr21_42360636	3574	575
T21-10-1_S4_R1_001	chr21_42658507	4639	792
T21-10-1_S4_R1_001	chr21_43273281	4232	691
T21-10-1_S4_R1_001	chr21_43303475	4434	775
T21-10-1_S4_R1_001	chr21_43319469	3647	576
T21-10-1_S4_R1_001	chr21_43770202	3506	594
T21-10-1_S4_R1_001	chr21_43812691	3661	700
T21-10-1_S4_R1_001	chr21_43856906	4665	674
T21-10-1_S4_R1_001	chr21_43957875	3741	628
T21-10-1_S4_R1_001	chr21_43982821	3461	692
T21-10-1_S4_R1_001	chr21_44326763	3406	594
T21-10-1_S4_R1_001	chr21_44504844	3845	599
T21-10-1_S4_R1_001	chr21_44527351	3205	576
T21-10-1_S4_R1_001	chr21_44664502	4686	596
T21-10-1_S4_R1_001	chr21_44708346	3988	558
T21-10-1_S4_R1_001	chr21_44711236	3874	624
T21-10-1_S4_R1_001	chr21_44771421	3640	546
T21-10-1_S4_R1_001	chr21_44855283	3845	575
T21-10-1_S4_R1_001	chr21_45027814	3980	557
T21-10-1_S4_R1_001	chr21_45056373	3393	543
T21-10-1_S4_R1_001	chr2_145245523	3969	525
T21-10-1_S4_R1_001	chr21_45254594	1555	214
T21-10-1_S4_R1_001	chr21_45282802	4739	822
T21-10-1_S4_R1_001	chr21_45828339	3626	631
T21-10-1_S4_R1_001	chr21_45982832	4308	753
T21-10-1_S4_R1_001	chr21_46125933	3555	628
T21-10-1_S4_R1_001	chr21_46126070	146	22
T21-10-1_S4_R1_001	chr21_46370078	3683	509
T21-10-1_S4_R1_001	chr21_46377989	3582	639
T21-10-1_S4_R1_001	chr21_46415136	3571	526
T21-10-1_S4_R1_001	chr21_46667540	4079	645
T21-10-1_S4_R1_001	chr2_152334950	4102	616
T21-10-1_S4_R1_001	chr2_15474108	3575	755
T21-10-1_S4_R1_001	chr2_158212563	3886	589
T21-10-1_S4_R1_001	chr2_163017782	3546	586
T21-10-1_S4_R1_001	chr2_167231349	3905	538
T21-10-1_S4_R1_001	chr2_17124032	4074	664
T21-10-1_S4_R1_001	chr2_176099389	3620	591
T21-10-1_S4_R1_001	chr2_177249947	3346	479
T21-10-1_S4_R1_001	chr2_178250714	2357	405
T21-10-1_S4_R1_001	chr2_17931415	3868	573
T21-10-1_S4_R1_001	chr2_190246811	3864	529
T21-10-1_S4_R1_001	chr2_190952120	2992	522
T21-10-1_S4_R1_001	chr2_19240391	3354	467
T21-10-1_S4_R1_001	chr2_197051977	3830	523
